 3.00016500e-01 -3.55228513e-02  3.00016500e-01  4.97372924e+00  3.00016500e-01  4.97600884e+00  3.00016500e-01  2.48157002e+00  3.00016500e-01  8.51669780e-02  3.00016500e-01  4.97372882e+00  3.00016500e-01  1.99990910e+00  3.00016500e-01  4.39990320e-05 
 3.00017500e-01 -3.67803725e-02  3.00017500e-01  4.97372924e+00  3.00017500e-01  4.97600884e+00  3.00017500e-01  2.48157015e+00  3.00017500e-01  8.51669780e-02  3.00017500e-01  4.97372882e+00  3.00017500e-01  1.99990910e+00  3.00017500e-01  4.39990320e-05 
 3.00018500e-01 -3.80364092e-02  3.00018500e-01  4.97372924e+00  3.00018500e-01  4.97600884e+00  3.00018500e-01  2.48157028e+00  3.00018500e-01  8.51669780e-02  3.00018500e-01  4.97372882e+00  3.00018500e-01  1.99990910e+00  3.00018500e-01  4.39990320e-05 
 3.00019500e-01 -3.92909121e-02  3.00019500e-01  4.97372924e+00  3.00019500e-01  4.97600884e+00  3.00019500e-01  2.48157041e+00  3.00019500e-01  8.51669780e-02  3.00019500e-01  4.97372882e+00  3.00019500e-01  1.99990910e+00  3.00019500e-01  4.39990320e-05 
 3.00020500e-01 -4.05438315e-02  3.00020500e-01  4.97372924e+00  3.00020500e-01  4.97600884e+00  3.00020500e-01  2.48157054e+00  3.00020500e-01  8.51669780e-02  3.00020500e-01  4.97372882e+00  3.00020500e-01  1.99990910e+00  3.00020500e-01  4.39990320e-05 
 3.00021500e-01 -4.17951179e-02  3.00021500e-01  4.97372924e+00  3.00021500e-01  4.97600884e+00  3.00021500e-01  2.48157066e+00  3.00021500e-01  8.51669780e-02  3.00021500e-01  4.97372882e+00  3.00021500e-01  1.99990910e+00  3.00021500e-01  4.39990320e-05 
 3.00022500e-01 -4.30447220e-02  3.00022500e-01  4.97372924e+00  3.00022500e-01  4.97600884e+00  3.00022500e-01  2.48157079e+00  3.00022500e-01  8.51669780e-02  3.00022500e-01  4.97372882e+00  3.00022500e-01  1.99990910e+00  3.00022500e-01  4.39990320e-05 
 3.00023500e-01 -4.42925945e-02  3.00023500e-01  4.97372924e+00  3.00023500e-01  4.97600884e+00  3.00023500e-01  2.48157092e+00  3.00023500e-01  8.51669780e-02  3.00023500e-01  4.97372882e+00  3.00023500e-01  1.99990910e+00  3.00023500e-01  4.39990320e-05 
 3.00024500e-01 -4.55386860e-02  3.00024500e-01  4.97372924e+00  3.00024500e-01  4.97600884e+00  3.00024500e-01  2.48157105e+00  3.00024500e-01  8.51669780e-02  3.00024500e-01  4.97372882e+00  3.00024500e-01  1.99990910e+00  3.00024500e-01  4.39990320e-05 
 3.00025500e-01 -4.67829475e-02  3.00025500e-01  4.97372924e+00  3.00025500e-01  4.97600884e+00  3.00025500e-01  2.48157118e+00  3.00025500e-01  8.51669780e-02  3.00025500e-01  4.97372882e+00  3.00025500e-01  1.99990910e+00  3.00025500e-01  4.39990320e-05 
