 1.89877511e-05 -6.09927862e-02  1.89877511e-05 -6.08943752e-02  1.89877511e-05 -9.25405815e-02 
 2.15311724e-05 -6.89445150e-02  2.15311724e-05 -6.88231068e-02  2.15311724e-05 -1.04572137e-01 
 2.42102726e-05 -7.79125102e-02  2.42102726e-05 -7.77641941e-02  2.42102726e-05 -1.18139340e-01 
 2.72639853e-05 -8.84127213e-02  2.72639853e-05 -8.82304384e-02  2.72639853e-05 -1.34023575e-01 
 3.05620196e-05 -9.92529834e-02  3.05620196e-05 -9.90303521e-02  3.05620196e-05 -1.50410874e-01 
 3.30260359e-05 -1.06755525e-01  3.30260359e-05 -1.06500425e-01  3.30260359e-05 -1.61735847e-01 
 3.47839693e-05 -1.11886584e-01  3.47839693e-05 -1.11607121e-01  3.47839693e-05 -1.69470066e-01 
 3.66020009e-05 -1.17204770e-01  3.66020009e-05 -1.16899019e-01  3.66020009e-05 -1.77478671e-01 
 3.95528670e-05 -1.26252388e-01  3.95528670e-05 -1.25901453e-01  3.95528670e-05 -1.91097525e-01 
 4.25322592e-05 -1.35959911e-01  4.25322592e-05 -1.35560106e-01  4.25322592e-05 -2.05710164e-01 
 4.56947290e-05 -1.46400759e-01  4.56947290e-05 -1.45945601e-01  4.56947290e-05 -2.21424293e-01 
 4.93537804e-05 -1.57811292e-01  4.93537804e-05 -1.57287942e-01  4.93537804e-05 -2.38575623e-01 
 5.18176841e-05 -1.64960815e-01  5.18176841e-05 -1.64389166e-01  5.18176841e-05 -2.49300099e-01 
 5.37449371e-05 -1.70414811e-01  5.37449371e-05 -1.69804046e-01  5.37449371e-05 -2.57468982e-01 
 5.56880638e-05 -1.76007162e-01  5.56880638e-05 -1.75355712e-01  5.56880638e-05 -2.65839746e-01 
 5.83264050e-05 -1.83955245e-01  5.83264050e-05 -1.83246461e-01  5.83264050e-05 -2.77736919e-01 
 6.14229548e-05 -1.93674534e-01  6.14229548e-05 -1.92895362e-01  6.14229548e-05 -2.92288448e-01 
 6.46041662e-05 -2.03557198e-01  6.46041662e-05 -2.02702385e-01  6.46041662e-05 -3.07076441e-01 
 6.75783318e-05 -2.12248191e-01  6.75783318e-05 -2.11319816e-01  6.75783318e-05 -3.20058101e-01 
 6.97895954e-05 -2.18344793e-01  6.97895954e-05 -2.17360016e-01  6.97895954e-05 -3.29144703e-01 
 7.23165817e-05 -2.25204525e-01  7.23165817e-05 -2.24153477e-01  7.23165817e-05 -3.39353585e-01 
 7.47237468e-05 -2.31907041e-01  7.47237468e-05 -2.30790984e-01  7.47237468e-05 -3.49324033e-01 
 7.73692541e-05 -2.39590130e-01  7.73692541e-05 -2.38400441e-01  7.73692541e-05 -3.60756922e-01 
 8.07572862e-05 -2.49586770e-01  8.07572862e-05 -2.48299504e-01  8.07572862e-05 -3.75631625e-01 
 8.41409505e-05 -2.59173736e-01  8.41409505e-05 -2.57785563e-01  8.41409505e-05 -3.89875104e-01 
 8.67114817e-05 -2.65989747e-01  8.67114817e-05 -2.64522745e-01  8.67114817e-05 -3.99975315e-01 
 8.87216033e-05 -2.71118736e-01  8.87216033e-05 -2.69588810e-01  8.87216033e-05 -4.07559668e-01 
 9.11438060e-05 -2.77309443e-01  9.11438060e-05 -2.75702151e-01  9.11438060e-05 -4.16705086e-01 
 9.39578126e-05 -2.84740958e-01  9.39578126e-05 -2.83041594e-01  9.39578126e-05 -4.27684630e-01 
 9.71258660e-05 -2.93364774e-01  9.71258660e-05 -2.91558920e-01  9.71258660e-05 -4.40429861e-01 
 1.00480877e-04 -3.02350817e-01  1.00480877e-04 -3.00429061e-01  1.00480877e-04 -4.53697658e-01 
 1.03729119e-04 -3.10514034e-01  1.03729119e-04 -3.08477206e-01  1.03729119e-04 -4.65716257e-01 
 1.05957151e-04 -3.15800370e-01  1.05957151e-04 -3.13683053e-01  1.05957151e-04 -4.73475291e-01 
 1.08800965e-04 -3.22454521e-01  1.08800965e-04 -3.20232603e-01  1.08800965e-04 -4.83225494e-01 
 1.11905360e-04 -3.29895564e-01  1.11905360e-04 -3.27556993e-01  1.11905360e-04 -4.94127248e-01 
 1.15034493e-04 -3.37602199e-01  1.15034493e-04 -3.35143420e-01  1.15034493e-04 -5.05422422e-01 
 1.18594099e-04 -3.46204006e-01  1.18594099e-04 -3.43605424e-01  1.18594099e-04 -5.18013815e-01 
 1.22193105e-04 -3.54316104e-01  1.22193105e-04 -3.51573099e-01  1.22193105e-04 -5.29843504e-01 
 1.24469028e-04 -3.59138085e-01  1.24469028e-04 -3.56302228e-01  1.24469028e-04 -5.36847458e-01 
 1.27457644e-04 -3.65386029e-01  1.27457644e-04 -3.62426434e-01  1.27457644e-04 -5.45905992e-01 
 1.30996365e-04 -3.72950934e-01  1.30996365e-04 -3.69842101e-01  1.30996365e-04 -5.56874145e-01 
 1.34451627e-04 -3.80442702e-01  1.34451627e-04 -3.77185327e-01  1.34451627e-04 -5.67736417e-01 
 1.38073828e-04 -3.87976794e-01  1.38073828e-04 -3.84560897e-01  1.38073828e-04 -5.78630327e-01 
 1.41015185e-04 -3.93643174e-01  1.41015185e-04 -3.90096594e-01  1.41015185e-04 -5.86781344e-01 
 1.43307806e-04 -3.97826284e-01  1.43307806e-04 -3.94176675e-01  1.43307806e-04 -5.92772313e-01 
 1.46109692e-04 -4.02883357e-01  1.46109692e-04 -3.99106424e-01  1.46109692e-04 -6.00001674e-01 
 1.49179265e-04 -4.08526707e-01  1.49179265e-04 -4.04608472e-01  1.49179265e-04 -6.08071051e-01 
 1.52538714e-04 -4.14745102e-01  1.52538714e-04 -4.10670088e-01  1.52538714e-04 -6.16961210e-01 
 1.56111604e-04 -4.21049805e-01  1.56111604e-04 -4.16805775e-01  1.56111604e-04 -6.25940921e-01 
 1.59108196e-04 -4.25904676e-01  1.59108196e-04 -4.21517233e-01  1.59108196e-04 -6.32806617e-01 
 1.61447652e-04 -4.29460687e-01  1.61447652e-04 -4.24960279e-01  1.61447652e-04 -6.37804227e-01 
 1.64299055e-04 -4.33717459e-01  1.64299055e-04 -4.29078173e-01  1.64299055e-04 -6.43770435e-01 
 1.67398757e-04 -4.38401993e-01  1.67398757e-04 -4.33610225e-01  1.67398757e-04 -6.50336641e-01 
 1.70765382e-04 -4.43483631e-01  1.70765382e-04 -4.38524519e-01  1.70765382e-04 -6.57454485e-01 
 1.74354916e-04 -4.48581417e-01  1.74354916e-04 -4.43442062e-01  1.74354916e-04 -6.64551956e-01 
 1.77315974e-04 -4.52381993e-01  1.77315974e-04 -4.47092680e-01  1.77315974e-04 -6.69785545e-01 
 1.79641520e-04 -4.55147304e-01  1.79641520e-04 -4.49739460e-01  1.79641520e-04 -6.73556882e-01 
 1.82468286e-04 -4.58418796e-01  1.82468286e-04 -4.52865977e-01  1.82468286e-04 -6.77998611e-01 
 1.85516310e-04 -4.61963781e-01  1.85516310e-04 -4.56253529e-01  1.85516310e-04 -6.82809684e-01 
 1.88835410e-04 -4.65784186e-01  1.88835410e-04 -4.59901242e-01  1.88835410e-04 -6.87985124e-01 
 1.92384994e-04 -4.69561058e-01  1.92384994e-04 -4.63492134e-01  1.92384994e-04 -6.93047322e-01 
 1.95308216e-04 -4.72297060e-01  1.95308216e-04 -4.66074096e-01  1.95308216e-04 -6.96642690e-01 
 1.97529453e-04 -4.74173828e-01  1.97529453e-04 -4.67833333e-01  1.97529453e-04 -6.99063515e-01 
 2.00297298e-04 -4.76405576e-01  2.00297298e-04 -4.69918053e-01  2.00297298e-04 -7.01913218e-01 
 2.03400445e-04 -4.78886862e-01  2.03400445e-04 -4.72233741e-01  2.03400445e-04 -7.05072796e-01 
 2.06640337e-04 -4.81421259e-01  2.06640337e-04 -4.74594440e-01  2.06640337e-04 -7.08284394e-01 
 2.10106414e-04 -4.83857900e-01  2.10106414e-04 -4.76844481e-01  2.10106414e-04 -7.11301194e-01 
 2.13030990e-04 -4.85566259e-01  2.13030990e-04 -4.78394891e-01  2.13030990e-04 -7.13315586e-01 
 2.15229295e-04 -4.86650118e-01  2.15229295e-04 -4.79359771e-01  2.15229295e-04 -7.14522729e-01 
 2.17804550e-04 -4.87799857e-01  2.17804550e-04 -4.80369870e-01  2.17804550e-04 -7.15751587e-01 
